cod_anuncio;prioridade;cep_2dig;Estado;Cidade
3404;3;83;PR;São Mateus do Sul
3410;3;3;SP;São Paulo
194701;3;30;MG;Belo Horizonte
3416;3;88;SC;Criciuma
3421;3;5;SP;São Paulo
3422;3;14;SP;Franca
3423;3;80;PR;Curitiba
194690;3;12;SP;Bragança Paulista
3429;1;18;SP;Sorocaba
194682;3;12;SP;Bragança Paulista
194673;3;55;PE;Carpina
194668;3;6;SP;Embu das Artes
3470;3;99;RS;Passo Fundo
3487;3;17;SP;Mari­lia
3495;3;5;SP;São Paulo
3499;3;24;RJ;Niteroi
3512;3;22;RJ;Rio de Janeiro
3514;3;21;RJ;Rio de Janeiro
3515;3;4;SP;São Paulo
3524;3;11;SP;Santos
194662;1;9;SP;São Bernardo do Campo
194652;3;7;SP;Guarulhos
3549;3;28;RJ;Nova Friburgo
194648;3;20;RJ;Rio de Janeiro
3558;1;5;SP;São Paulo
194643;3;21;RJ;Rio de Janeiro
194640;1;28;RJ;Cabo Frio
3584;3;13;SP;São Carlos
3587;3;3;SP;São Paulo
194637;3;21;RJ;Rio de Janeiro
3596;3;13;SP;Campinas
3598;2;15;SP;São Jose do Rio Preto
3600;2;5;SP;São Paulo
194635;1;31;MG;Belo Horizonte
194629;3;4;SP;São Paulo
194628;3;4;SP;São Paulo
3626;2;4;SP;São Paulo
3627;1;4;SP;São Paulo
3629;1;11;SP;Bertioga
3635;3;65;MA;São Lui­s
3651;3;68;PA;Santarem
3653;3;13;SP;Piracicaba
194626;3;8;SP;Mogi das Cruzes
3657;3;66;PA;Belem
3658;2;4;SP;São Paulo
194622;3;79;MS;Campo Grande
194617;3;8;SP;São Paulo
3665;3;64;PI;Picos
3668;3;63;CE;Iguatu
194613;3;82;PR;Curitiba
194607;1;30;MG;Belo Horizonte
194612;3;4;SP;São Paulo
3674;1;11;SP;Cubatão
3675;3;12;SP;São Jose dos Campos
3683;3;5;SP;São Paulo
3686;3;3;SP;São Paulo
194587;1;13;SP;Indaiatuba
3692;3;72;DF;Brasi­lia
3698;3;11;SP;Cajati
194591;3;71;DF;Brasi­lia
194598;3;8;SP;Mogi das Cruzes
3709;1;22;RJ;Rio de Janeiro
194599;3;4;SP;São Paulo
3712;3;3;SP;São Paulo
194582;3;71;DF;Brasi­lia
3720;1;22;RJ;Rio de Janeiro
3724;3;38;MG;Araxá
194580;3;94;RS;Gravatai­
3732;1;80;PR;Curitiba
3733;3;1;SP;São Paulo
3736;3;88;SC;Florianopolis
194551;3;3;SP;São Paulo
3744;3;20;RJ;Rio de Janeiro
3749;1;5;SP;São Paulo
194549;3;81;PR;Curitiba
3758;1;12;SP;Atibaia
194530;3;41;BA;Salvador
3764;3;69;AC;Rio Branco
3772;3;69;AC;Rio Branco
194527;3;38;MG;Unai­
3775;3;56;PE;Petrolina
194526;3;2;SP;São Paulo
3778;2;7;SP;Guarulhos
3780;3;36;MG;Juiz de Fora
194521;3;9;SP;São Bernardo do Campo
194523;3;87;PR;Maringá
194516;1;7;SP;Guarulhos
3790;2;4;SP;São Paulo
3806;3;86;PR;Londrina
3808;3;13;SP;Campinas
3813;2;1;SP;São Paulo
194514;1;6;SP;Cotia
194515;3;4;SP;São Paulo
3820;2;4;SP;São Paulo
3834;1;4;SP;São Paulo
3835;3;13;SP;Pirassununga
194502;3;89;SC;Joinville
3841;2;4;SP;São Paulo
3842;2;2;SP;São Paulo
3843;1;13;SP;Vinhedo
3849;2;1;SP;São Paulo
3850;3;93;RS;Novo Hamburgo
3858;3;88;SC;Ituporanga
3871;1;13;SP;Campinas
194486;3;81;PR;Curitiba
3881;2;74;GO;Goiânia
3883;3;13;SP;Espi­rito Santo do Pinhal
194480;3;72;DF;Brasi­lia
3898;2;3;SP;São Paulo
3900;1;13;SP;Pauli­nia
194469;3;14;SP;Araraquara
194459;3;3;SP;São Paulo
194455;3;80;PR;Curitiba
3912;1;5;SP;São Paulo
3913;3;89;SC;Itaiopolis
3917;3;58;PB;Campina Grande
3924;1;6;SP;Embu das Artes
3925;1;5;SP;São Paulo
3928;3;79;MS;Campo Grande
3946;1;8;SP;Mogi das Cruzes
194451;1;13;SP;Sumare
3958;1;12;SP;São Jose dos Campos
194441;3;18;SP;Sorocaba
3961;3;89;SC;Blumenau
3969;3;3;SP;São Paulo
3971;3;8;SP;São Paulo
3983;2;22;RJ;Rio de Janeiro
194438;3;6;SP;Osasco
3991;3;3;SP;São Paulo
194423;3;59;RN;Caico
4000;3;6;SP;Barueri
194427;3;45;BA;Vitoria da Conquista
4006;1;9;SP;Santo Andre
4013;3;15;SP;Jales
4018;3;13;SP;Valinhos
194436;3;23;RJ;Rio de Janeiro
4023;3;76;RO;Porto Velho
194421;3;82;PR;Curitiba
4026;3;1;SP;São Paulo
4028;3;3;SP;São Paulo
4029;3;35;MG;Brumadinho
4039;3;4;SP;São Paulo
4040;3;89;SC;Itaiopolis
4041;3;89;SC;Itaiopolis
194418;3;2;SP;São Paulo
194420;3;89;SC;Joinville
4054;1;24;RJ;Niteroi
4055;3;89;SC;Blumenau
194413;3;88;SC;Brusque
4070;1;5;SP;São Paulo
4074;1;4;SP;São Paulo
4075;2;13;SP;Itu
4078;3;4;SP;São Paulo
194405;3;25;RJ;Teresopolis
4083;1;22;RJ;Rio de Janeiro
4087;1;17;SP;Bauru
194408;3;79;MS;Campo Grande
4092;1;13;SP;Campinas
194392;3;83;PR;Campo Largo
4105;1;5;SP;São Paulo
4106;3;12;SP;Bragança Paulista
4109;3;30;MG;Belo Horizonte
4110;1;4;SP;São Paulo
4120;1;4;SP;São Paulo
4129;3;66;PA;Belem
4131;3;4;SP;São Paulo
4136;3;28;RJ;Nova Friburgo
4143;3;2;SP;São Paulo
194402;3;82;PR;Curitiba
4146;3;11;SP;Ilhabela
4149;3;6;SP;Osasco
4152;3;21;RJ;Rio de Janeiro
4155;3;24;RJ;Niteroi
194390;3;8;SP;Ferraz de Vasconcelos
194388;1;22;RJ;Rio de Janeiro
4176;3;3;SP;São Paulo
194384;3;13;SP;Rio Claro
4189;3;60;CE;Fortaleza
4191;1;11;SP;Santos
4198;3;14;SP;Ribeirão Preto
194372;3;83;PR;São Jose dos Pinhais
194365;3;29;ES;Vitoria
194368;3;11;SP;Praia Grande
4223;3;13;SP;Campinas
194370;3;59;RN;Natal
194361;3;86;PR;Andirá
4230;3;87;PR;Umuarama
194353;3;82;PR;Curitiba
194343;3;39;MG;Montes Claros
4240;3;15;SP;Santa Fe do Sul
194348;3;6;SP;Itapevi
4251;2;6;SP;Carapicui­ba
4254;1;9;SP;Santo Andre
194342;3;9;SP;São Caetano do Sul
194340;3;86;PR;Londrina
194330;3;14;SP;Araraquara
194322;3;14;SP;Araraquara
4274;3;5;SP;São Paulo
194327;3;4;SP;São Paulo
194321;3;71;DF;Brasi­lia
194316;3;71;DF;Brasi­lia
194305;3;60;CE;Fortaleza
4282;3;2;SP;São Paulo
4285;1;5;SP;São Paulo
4294;3;26;RJ;Mesquita
4298;3;5;SP;São Paulo
4304;3;11;SP;Santos
194294;3;36;MG;São João Del Rei
194292;3;4;SP;São Paulo
4313;1;4;SP;São Paulo
4321;3;5;SP;São Paulo
4322;3;5;SP;São Paulo
4324;3;5;SP;São Paulo
194293;3;9;SP;Santo Andre
194288;3;9;SP;Diadema
4363;1;7;SP;Guarulhos
194285;3;71;DF;Brasi­lia
4387;3;15;SP;São Jose do Rio Preto
194249;3;13;SP;Piracicaba
194230;3;18;SP;Ibiuna
4398;1;3;SP;São Paulo
4399;3;4;SP;São Paulo
4400;2;4;SP;São Paulo
194231;3;23;RJ;Rio de Janeiro
194224;3;14;SP;Araraquara
4413;2;2;SP;São Paulo
194221;3;6;SP;Osasco
4419;1;3;SP;São Paulo
194216;1;11;SP;Santos
194199;3;25;RJ;Parai­ba do Sul
194183;3;19;SP;Presidente Prudente
4426;3;88;SC;Palhoça
194186;3;13;SP;Campinas
4445;2;36;MG;Juiz de Fora
4447;3;13;SP;Campinas
4449;3;1;SP;São Paulo
194193;3;40;BA;Salvador
194197;3;20;RJ;Rio de Janeiro
4467;3;12;SP;São Jose dos Campos
194177;3;40;BA;Salvador
4483;3;11;SP;São Vicente
194157;1;22;RJ;Rio de Janeiro
4491;2;2;SP;São Paulo
194162;3;6;SP;Barueri
194167;3;20;RJ;Rio de Janeiro
194154;3;17;SP;Bauru
4499;3;4;SP;São Paulo
194144;1;88;SC;São Jose
4501;3;3;SP;São Paulo
194141;1;85;PR;Guarapuava
194132;3;71;DF;Brasi­lia
194131;3;85;PR;Cascavel
4527;1;24;RJ;Niteroi
4528;2;24;RJ;Niteroi
194128;3;3;SP;São Paulo
4531;3;3;SP;São Paulo
194122;3;88;SC;Itapema
194117;3;95;RS;Caxias do Sul
4544;3;30;MG;Belo Horizonte
194121;1;18;SP;Sorocaba
194106;3;89;SC;Indaial
4558;3;5;SP;São Paulo
194107;3;17;SP;Jau
4573;3;13;SP;Americana
194112;3;88;SC;Tubarão
194113;1;12;SP;São Jose dos Campos
4585;1;4;SP;São Paulo
194096;1;85;PR;Cascavel
4589;1;25;RJ;Teresopolis
194093;3;13;SP;Valinhos
194091;1;13;SP;Valinhos
4605;1;2;SP;São Paulo
194086;3;25;RJ;Duque de Caxias
4614;1;22;RJ;Rio de Janeiro
4626;1;3;SP;São Paulo
4630;2;7;SP;Guarulhos
194078;3;95;RS;Caxias do Sul
4638;3;17;SP;Bauru
4639;1;4;SP;São Paulo
4641;3;2;SP;São Paulo
194079;3;89;SC;Timbo
4651;3;21;RJ;Rio de Janeiro
194083;3;14;SP;Americo Brasiliense
194067;3;80;PR;Curitiba
194072;3;84;PR;Castro
4686;3;7;SP;Guarulhos
4687;1;31;MG;Belo Horizonte
4688;3;2;SP;São Paulo
4689;3;72;DF;Brasi­lia
4693;3;4;SP;São Paulo
194066;3;80;PR;Curitiba
4701;1;36;MG;Ubá
194048;3;11;SP;Praia Grande
194038;3;13;SP;Piracicaba
4720;3;24;RJ;Niteroi
194033;3;58;PB;João Pessoa
194025;3;95;RS;Lajeado
4731;3;30;MG;Belo Horizonte
194000;3;97;RS;Santa Maria
4737;3;58;PB;Campina Grande
194010;3;70;DF;Brasi­lia
4739;1;4;SP;São Paulo
193999;3;97;RS;Santa Maria
193984;3;80;PR;Curitiba
193958;3;81;PR;Curitiba
4766;3;4;SP;São Paulo
193952;3;16;SP;Araçatuba
193948;3;71;DF;Brasi­lia
193947;3;4;SP;São Paulo
193946;3;13;SP;Jundiai­
4781;3;24;RJ;Niteroi
4784;3;2;SP;São Paulo
4786;1;88;SC;Florianopolis
193945;3;81;PR;Curitiba
193924;3;24;RJ;São Gonçalo
4794;3;5;SP;São Paulo
4806;3;15;SP;São Jose do Rio Preto
193915;3;91;RS;Porto Alegre
193908;3;5;SP;São Paulo
193909;1;24;RJ;Niteroi
4834;3;84;PR;Ponta Grossa
193906;3;69;AM;Manaus
193883;3;71;DF;Brasi­lia
4854;3;15;SP;São Jose do Rio Preto
193890;3;15;SP;São Jose do Rio Preto
4858;3;72;DF;Brasi­lia
193900;3;18;SP;Boituva
4862;3;19;SP;Ourinhos
193881;1;24;RJ;São Gonçalo
4865;2;2;SP;São Paulo
4867;3;5;SP;São Paulo
4868;3;30;MG;Belo Horizonte
4869;2;22;RJ;Rio de Janeiro
4872;2;3;SP;São Paulo
4889;1;30;MG;Belo Horizonte
4895;3;2;SP;São Paulo
193879;3;58;PB;Campina Grande
4909;2;6;SP;Taboão da Serra
4910;3;19;SP;ilvares Machado
193875;1;20;RJ;Rio de Janeiro
193864;1;4;SP;São Paulo
4925;3;6;SP;Santana de Parnai­ba
193861;3;95;RS;Caxias do Sul
193836;3;3;SP;São Paulo
4946;3;5;SP;São Paulo
193852;3;3;SP;São Paulo
193825;3;85;PR;Cascavel
193826;3;79;MS;Campo Grande
4954;3;59;RN;Mossoro
4964;3;4;SP;São Paulo
4969;1;7;SP;Guarulhos
4970;1;5;SP;São Paulo
4977;3;91;RS;Porto Alegre
4982;1;1;SP;São Paulo
193809;3;14;SP;Ribeirão Preto
4988;1;95;RS;Caxias do Sul
4989;3;97;RS;São Gabriel
193821;3;56;PE;Arcoverde
193824;3;12;SP;São Jose dos Campos
5009;2;7;SP;Guarulhos
5012;1;4;SP;São Paulo
193807;3;85;PR;Marechal Cândido Rondon
5021;3;13;SP;Campinas
5029;2;3;SP;São Paulo
193789;1;93;RS;São Leopoldo
193782;3;88;SC;Criciuma
193783;3;65;MA;Açailândia
193774;3;35;MG;Divinopolis
193773;1;18;SP;Sorocaba
193771;3;47;BA;Lui­s Eduardo Magalhães
5058;1;6;SP;Osasco
5059;1;9;SP;Santo Andre
193765;3;21;RJ;Rio de Janeiro
193743;3;5;SP;São Paulo
5080;3;7;SP;Guarulhos
193734;1;8;SP;São Paulo
5085;3;19;SP;Santo Expedito
193723;3;11;SP;Santos
193728;3;41;BA;Salvador
5093;2;30;MG;Belo Horizonte
5098;1;34;MG;Nova Lima
5113;3;75;GO;Caldas Novas
5120;2;38;MG;Uberaba
5121;3;92;RS;Canoas
5123;1;18;SP;Sorocaba
193715;3;13;SP;Campinas
5129;3;88;SC;Araranguá
5134;3;4;SP;São Paulo
193717;3;17;SP;Mari­lia
5137;2;7;SP;Guarulhos
193718;3;79;MS;Campo Grande
5141;3;5;SP;São Paulo
193702;3;87;PR;Cianorte
5144;3;89;SC;São Bento do Sul
193692;3;13;SP;Piracicaba
193675;3;30;MG;Belo Horizonte
193682;3;30;MG;Belo Horizonte
193673;3;4;SP;São Paulo
193666;1;18;SP;Sorocaba
5158;3;89;SC;Xanxerê
193665;3;59;RN;Natal
193660;3;22;RJ;Rio de Janeiro
193651;2;1;SP;São Paulo
5179;2;13;SP;Campinas
5195;3;30;MG;Belo Horizonte
193653;3;89;SC;Blumenau
5203;3;45;BA;Itabuna
193650;1;9;SP;São Bernardo do Campo
5211;3;4;SP;São Paulo
5212;3;3;SP;São Paulo
5213;2;5;SP;São Paulo
5214;3;27;RJ;Macae
193613;3;50;PE;Recife
5224;2;80;PR;Curitiba
193617;3;87;PR;Cianorte
193619;3;3;SP;São Paulo
5234;3;50;PE;Recife
193606;3;52;PE;Recife
193610;3;14;SP;Ribeirão Preto
5248;1;7;SP;Guarulhos
5249;3;3;SP;São Paulo
5256;3;5;SP;São Paulo
5259;2;6;SP;Osasco
193600;1;81;PR;Curitiba
5265;3;86;PR;Londrina
193591;3;50;PE;Recife
5269;3;22;RJ;Rio de Janeiro
193589;3;82;PR;Curitiba
5274;1;22;RJ;Rio de Janeiro
193590;3;50;PE;Recife
5282;3;83;PR;São Mateus do Sul
193580;3;89;SC;Joinville
5290;3;9;SP;São Bernardo do Campo
193581;3;71;DF;Brasi­lia
193573;3;85;PR;Cascavel
5297;3;9;SP;Santo Andre
193576;3;36;MG;Juiz de Fora
5308;1;52;PE;Recife
5315;3;4;SP;São Paulo
193578;3;13;SP;Campinas
193572;3;81;PR;Curitiba
5324;3;1;SP;São Paulo
5325;1;9;SP;Ribeirão Pires
193562;3;84;PR;Ponta Grossa
193565;3;91;RS;Porto Alegre
193553;3;96;RS;Candelária
193551;3;89;SC;Blumenau
5334;3;9;SP;Mauá
5336;1;95;RS;Caxias do Sul
5337;1;5;SP;São Paulo
193536;3;40;BA;Salvador
193544;3;40;BA;Salvador
193530;3;75;GO;Mineiros
5356;3;4;SP;São Paulo
193522;1;9;SP;São Caetano do Sul
193523;1;80;PR;Curitiba
5375;1;22;RJ;Rio de Janeiro
193528;3;59;RN;Natal
5383;3;86;PR;Apucarana
193521;3;88;SC;Criciuma
5385;2;2;SP;São Paulo
5388;3;2;SP;São Paulo
193519;1;83;PR;Almirante Tamandare
193494;3;75;GO;Jatai­
193489;3;13;SP;Limeira
5406;3;81;PR;Curitiba
193487;3;13;SP;Limeira
193485;3;13;SP;Limeira
5412;3;24;RJ;São Gonçalo
5413;3;24;RJ;Niteroi
5422;1;22;RJ;Rio de Janeiro
193474;3;75;GO;Anápolis
5427;3;13;SP;Campinas
5428;3;65;MA;São Lui­s
5435;1;6;SP;Santana de Parnai­ba
5437;3;9;SP;São Bernardo do Campo
5443;1;4;SP;São Paulo
5444;3;57;AL;Maceio
193473;3;3;SP;São Paulo
5451;2;5;SP;São Paulo
193472;3;85;PR;Francisco Beltrão
193449;3;74;GO;Goiânia
5466;3;79;MS;Campo Grande
193452;1;95;RS;Caxias do Sul
193457;3;60;CE;Fortaleza
5475;2;13;SP;Campinas
193443;3;85;PR;Cascavel
193438;3;37;MG;Poços de Caldas
193439;3;88;SC;Florianopolis
193441;3;30;MG;Belo Horizonte
5497;2;5;SP;São Paulo
193437;3;4;SP;São Paulo
193430;1;52;PE;Recife
193433;2;9;SP;São Caetano do Sul
193416;1;2;SP;São Paulo
193418;2;4;SP;São Paulo
193401;1;3;SP;São Paulo
5511;1;90;RS;Porto Alegre
5517;3;4;SP;São Paulo
5520;2;13;SP;Campinas
193411;3;16;SP;Lins
193387;1;4;SP;São Paulo
5539;3;79;MS;Dourados
5541;1;4;SP;São Paulo
5546;1;91;RS;Porto Alegre
193385;1;4;SP;São Paulo
5550;3;69;AC;Rio Branco
5551;3;69;AC;Rio Branco
193378;1;4;SP;São Paulo
5568;3;24;RJ;São Gonçalo
5569;1;4;SP;São Paulo
195866;3;22;RJ;Rio de Janeiro
193350;1;4;SP;São Paulo
193366;1;4;SP;São Paulo
5595;1;6;SP;Santana de Parnai­ba
5597;3;3;SP;São Paulo
193368;1;4;SP;São Paulo
5603;1;12;SP;São Jose dos Campos
193374;1;4;SP;São Paulo
5605;2;2;SP;São Paulo
193376;1;4;SP;São Paulo
5610;2;7;SP;Guarulhos
5611;3;6;SP;Cotia
5612;3;71;DF;Brasi­lia
5622;3;3;SP;São Paulo
5635;2;13;SP;Jundiai­
193337;3;78;MT;Sorriso
5637;3;9;SP;São Bernardo do Campo
5639;2;13;SP;Jundiai­
193338;3;88;SC;Itajai­
5642;2;4;SP;São Paulo
5645;1;22;RJ;Rio de Janeiro
5651;2;9;SP;Santo Andre
193339;1;81;PR;Curitiba
5672;2;5;SP;São Paulo
193344;1;4;SP;São Paulo
193324;1;4;SP;São Paulo
193332;3;88;SC;Itajai­
5696;3;37;MG;Passos
193323;1;4;SP;São Paulo
5701;3;6;SP;Vargem Grande Paulista
193314;3;81;PR;Curitiba
193300;3;81;PR;Curitiba
193310;3;81;PR;Curitiba
5712;3;3;SP;São Paulo
5713;3;13;SP;Vinhedo
193299;3;81;PR;Curitiba
5728;1;37;MG;Andradas
193295;3;88;SC;Florianopolis
193298;1;9;SP;Santo Andre
193287;3;9;SP;São Bernardo do Campo
193283;3;9;SP;São Bernardo do Campo
193280;3;9;SP;São Bernardo do Campo
5759;3;5;SP;São Paulo
5766;3;6;SP;Taboão da Serra
193281;3;9;SP;São Bernardo do Campo
5790;3;89;SC;Canoinhas
193282;3;9;SP;São Bernardo do Campo
193273;3;71;DF;Brasi­lia
5815;3;6;SP;Carapicui­ba
193275;1;25;RJ;Teresopolis
5823;1;3;SP;São Paulo
193256;3;13;SP;Jundiai­
5827;3;30;MG;Belo Horizonte
193259;3;9;SP;São Bernardo do Campo
5839;3;3;SP;São Paulo
5844;3;17;SP;Jau
193260;3;78;MT;Cuiabá
5854;3;58;PB;Cabedelo
5858;2;1;SP;São Paulo
5866;1;6;SP;Jandira
5874;2;8;SP;São Paulo
5880;3;58;PB;João Pessoa
5889;1;13;SP;Americana
193244;1;4;SP;São Paulo
5898;2;7;SP;Mairiporã
5899;3;2;SP;São Paulo
193243;3;95;RS;Parobe
193241;1;56;PE;Petrolina
5923;3;93;RS;Esteio
193239;3;59;RN;Natal
5927;3;71;DF;Brasi­lia
5936;2;22;RJ;Rio de Janeiro
5937;1;4;SP;São Paulo
5945;3;14;SP;Araraquara
5952;1;8;SP;São Paulo
193227;3;4;SP;São Paulo
193215;1;4;SP;São Paulo
5961;1;37;MG;Pouso Alegre
193219;3;52;PE;Recife
193223;3;89;SC;Blumenau
5980;1;4;SP;São Paulo
5994;3;2;SP;São Paulo
5998;3;20;RJ;Rio de Janeiro
193201;3;3;SP;São Paulo
193184;3;4;SP;São Paulo
193192;3;24;RJ;Niteroi
193197;3;4;SP;São Paulo
193176;3;8;SP;Mogi das Cruzes
193177;3;96;RS;Rio Grande
193166;3;82;PR;Curitiba
193170;3;21;RJ;Rio de Janeiro
193165;3;95;RS;Caxias do Sul
193157;3;30;MG;Belo Horizonte
6046;3;89;SC;Araquari
6048;1;12;SP;São Jose dos Campos
6055;3;89;SC;Blumenau
193143;3;80;PR;Curitiba
193142;3;21;RJ;Rio de Janeiro
193136;3;80;PR;Curitiba
193118;3;13;SP;Sumare
193132;3;87;PR;Maringá
6088;2;9;SP;São Bernardo do Campo
193106;1;79;MS;Campo Grande
193107;3;88;SC;São Jose
6094;3;14;SP;Ribeirão Preto
6101;3;9;SP;São Bernardo do Campo
193111;3;9;SP;São Bernardo do Campo
193098;1;91;RS;Porto Alegre
193101;3;89;SC;Rio do Sul
6115;3;91;RS;Porto Alegre
193082;3;83;PR;São Mateus do Sul
193083;3;3;SP;São Paulo
6123;1;4;SP;São Paulo
193086;3;9;SP;São Bernardo do Campo
6132;1;13;SP;Jundiai­
6133;1;7;SP;Guarulhos
6136;1;6;SP;Osasco
6137;1;3;SP;São Paulo
6141;3;9;SP;Santo Andre
6147;3;3;SP;São Paulo
193070;1;13;SP;Mogi Guaçu
6156;3;2;SP;São Paulo
6163;3;89;SC;São Bento do Sul
6164;3;71;DF;Brasi­lia
193067;3;29;ES;Vila Velha
6172;3;5;SP;São Paulo
193063;3;5;SP;São Paulo
6183;3;88;SC;Balneário Camboriu
193060;3;31;MG;Belo Horizonte
6192;3;9;SP;Santo Andre
195855;3;78;MT;Várzea Grande
6196;3;79;MS;Campo Grande
193047;3;88;SC;Florianopolis
6204;3;89;SC;Chapeco
193053;3;31;MG;Belo Horizonte
193054;3;31;MG;Belo Horizonte
6211;2;13;SP;Campinas
193026;1;13;SP;Campinas
193034;1;57;AL;Maceio
193041;3;37;MG;Pouso Alegre
193025;3;13;SP;Campinas
193000;3;81;PR;Curitiba
6255;3;35;MG;Governador Valadares
6260;3;2;SP;São Paulo
6261;3;59;RN;Mossoro
193018;3;95;RS;Encantado
6273;1;1;SP;São Paulo
192999;3;30;MG;Belo Horizonte
6285;3;4;SP;São Paulo
192982;3;8;SP;Mogi das Cruzes
6288;1;88;SC;Tubarão
6289;2;1;SP;São Paulo
192978;3;13;SP;Rio Claro
192953;3;82;PR;Curitiba
192965;3;2;SP;São Paulo
6306;3;13;SP;Rio Claro
192974;3;72;DF;Brasi­lia
6311;2;7;SP;Arujá
6324;3;31;MG;Belo Horizonte
192975;3;74;GO;Goiânia
6329;2;8;SP;São Paulo
192936;3;6;SP;Barueri
192937;1;8;SP;São Paulo
192944;3;38;MG;Uberaba
6338;3;62;CE;Morada Nova
6341;3;37;MG;Pouso Alegre
192926;2;3;SP;São Paulo
192903;3;25;RJ;São João de Meriti
6355;2;6;SP;Barueri
192923;3;13;SP;Piracicaba
6367;2;88;SC;São Jose
6372;1;4;SP;São Paulo
192891;3;2;SP;São Paulo
192890;3;15;SP;São Jose do Rio Preto
192867;1;5;SP;São Paulo
192889;3;88;SC;Araranguá
6407;3;2;SP;São Paulo
6409;3;13;SP;Campinas
6411;1;5;SP;São Paulo
192862;3;4;SP;São Paulo
6417;3;4;SP;São Paulo
6420;3;36;MG;Ubá
192833;3;36;MG;Juiz de Fora
192835;3;81;PR;Curitiba
6433;3;97;RS;Uruguaiana
6434;3;9;SP;São Bernardo do Campo
192837;3;80;PR;Curitiba
192845;3;13;SP;Americana
6440;2;30;MG;Belo Horizonte
192857;3;4;SP;São Paulo
6445;3;12;SP;Jacarei­
192809;1;6;SP;Osasco
192816;3;78;MT;Araputanga
192787;3;5;SP;São Paulo
6469;1;88;SC;Florianopolis
192793;1;18;SP;Sorocaba
192802;3;75;GO;Catalão
192780;1;80;PR;Curitiba
6474;3;74;GO;Goiânia
192773;3;83;PR;Fazenda Rio Grande
6476;3;65;MA;São Lui­s
6479;2;18;SP;Sorocaba
192771;2;13;SP;Campinas
6482;3;89;SC;Joinville
6484;3;7;SP;Guarulhos
192760;3;84;PR;São João do Triunfo
192756;3;13;SP;Leme
192751;3;13;SP;Jundiai­
192739;3;69;AC;Rio Branco
192745;3;5;SP;São Paulo
192736;3;3;SP;São Paulo
192728;3;89;SC;Blumenau
6503;3;4;SP;São Paulo
6505;3;2;SP;São Paulo
6507;1;4;SP;São Paulo
192719;3;71;DF;Brasi­lia
192701;3;1;SP;São Paulo
6521;3;13;SP;Campinas
6523;3;12;SP;Guaratinguetá
6535;3;2;SP;São Paulo
192715;3;50;PE;Recife
192698;3;86;PR;Londrina
192695;3;86;PR;Londrina
192687;3;79;MS;Campo Grande
6546;3;8;SP;São Paulo
6556;3;89;SC;Jaraguá do Sul
192676;3;7;SP;Guarulhos
6564;1;5;SP;São Paulo
6571;3;20;RJ;Rio de Janeiro
192685;3;4;SP;São Paulo
192668;3;13;SP;Campinas
6576;3;86;PR;Andirá
192670;1;1;SP;São Paulo
192672;1;4;SP;São Paulo
192653;3;3;SP;São Paulo
6591;2;2;SP;São Paulo
6592;1;5;SP;São Paulo
192628;1;92;RS;Canoas
6594;3;4;SP;São Paulo
192636;3;2;SP;São Paulo
6613;2;4;SP;São Paulo
6615;3;20;RJ;Rio de Janeiro
6620;3;24;RJ;Niteroi
192641;1;11;SP;Santos
192648;3;3;SP;São Paulo
192617;3;13;SP;Jundiai­
192618;3;13;SP;Jundiai­
6642;1;1;SP;São Paulo
192615;3;24;RJ;Niteroi
192613;3;13;SP;Jundiai­
192603;1;1;SP;São Paulo
6658;2;13;SP;Campinas
192606;3;78;MT;Cuiabá
192598;3;88;SC;Florianopolis
192568;3;22;RJ;Rio de Janeiro
6685;1;9;SP;São Bernardo do Campo
6690;1;4;SP;São Paulo
192569;1;6;SP;Osasco
6707;3;89;SC;Pomerode
192577;3;3;SP;São Paulo
6715;3;81;PR;Curitiba
192564;3;94;RS;Gravatai­
6727;3;3;SP;São Paulo
192563;3;81;PR;Curitiba
192554;3;37;MG;Varginha
6739;3;4;SP;São Paulo
192536;3;4;SP;São Paulo
6746;2;13;SP;Valinhos
6752;3;99;RS;Passo Fundo
6754;1;27;RJ;Macae
192546;3;30;MG;Belo Horizonte
192547;3;15;SP;Matão
6775;3;89;SC;Blumenau
6776;3;95;RS;Carlos Barbosa
6781;3;76;RO;Rolim de Moura
192548;3;25;RJ;São João de Meriti
6788;3;36;MG;Juiz de Fora
6790;3;3;SP;São Paulo
192523;3;89;SC;Joinville
192526;3;6;SP;Osasco
192518;3;13;SP;Americana
192520;3;38;MG;Patos de Minas
192522;1;13;SP;Campinas
6820;3;1;SP;São Paulo
6821;3;3;SP;São Paulo
6829;1;24;RJ;Niteroi
192494;1;24;RJ;Niteroi
6839;1;13;SP;Campinas
192501;3;73;DF;Brasi­lia
6841;3;79;MS;Campo Grande
192484;3;31;MG;Belo Horizonte
192488;3;81;PR;Curitiba
192469;1;8;SP;São Paulo
6870;3;4;SP;São Paulo
6871;3;59;RN;Mossoro
192461;3;3;SP;São Paulo
192458;1;44;BA;Feira de Santana
192446;2;80;PR;Curitiba
192453;3;17;SP;Mari­lia
6893;3;15;SP;Catanduva
192437;3;4;SP;São Paulo
6896;1;21;RJ;Rio de Janeiro
192441;1;83;PR;São Jose dos Pinhais
192442;1;29;ES;Linhares
6918;3;8;SP;São Paulo
6919;1;14;SP;Colina
192445;3;89;SC;Blumenau
192422;3;79;MS;Campo Grande
6939;1;4;SP;São Paulo
192424;3;82;PR;Curitiba
192409;1;80;PR;Curitiba
6946;3;18;SP;Sorocaba
