cod_cliente;flg_unico_dono;flg_licenciado;flg_ipva_pago;flg_todas_revisoes_concessionaria;flg_garantia_fabrica;flg_blindado;flg_aceita_troca;flg_adaptado_pcd
8963;0;0;10;10;0;0;0;0
11648;0;0;0;0;0;0;0;0
10711;0;0;0;0;0;0;0;0
3950;0;1;10;0;0;0;0;0
3402;0;0;0;0;0;0;0;0
11516;0;1;10;0;0;0;0;0
20719;0;1;10;0;0;0;1;0
7322;0;0;0;0;0;0;0;0
16851;0;1;10;10;0;1;1;0
8549;0;0;0;0;0;0;0;0
11724;0;0;0;0;0;0;0;0
10949;0;1;10;0;0;0;0;0
2760;1;1;10;10;0;0;0;0
30471;0;1;10;10;0;0;0;0
2780;0;0;0;0;0;0;0;0
7717;0;0;0;0;0;0;0;0
7909;0;0;0;0;0;0;0;0
3202;0;0;0;0;0;0;0;0
11775;0;0;0;0;0;0;0;0
6517;0;0;0;0;0;0;0;0
12641;1;1;10;10;0;0;0;0
17589;0;0;0;10;0;0;0;0
7061;1;1;0;0;0;0;0;0
11602;1;0;0;0;0;0;0;0
4687;1;1;0;10;0;0;0;10
30481;0;1;10;0;0;0;0;0
1952;0;0;10;10;0;0;0;0
6745;0;1;10;10;0;0;0;0
4505;0;0;0;0;0;0;0;0
4465;0;0;0;0;0;0;0;0
15749;1;1;10;0;0;0;1;0
3920;0;0;0;0;0;0;0;0
6026;0;0;0;0;0;0;0;0
1305;0;0;0;0;0;0;0;0
7579;0;0;0;0;0;0;0;0
6469;0;1;10;0;0;0;0;0
2402;0;1;10;0;0;0;0;0
1119;0;1;10;0;0;0;0;0
10703;0;0;10;0;0;0;0;0
9999;1;0;10;0;0;0;0;0
6669;0;0;0;0;0;0;0;0
8764;0;0;0;0;0;0;0;0
11028;0;0;0;0;0;0;0;0
10837;0;0;0;0;10;0;0;0
4347;0;0;0;0;0;0;0;0
7144;0;1;10;0;0;0;0;0
9968;0;0;0;0;0;0;0;0
9580;0;0;0;0;10;0;0;0
22856;1;1;10;0;10;0;1;0
9321;0;0;0;0;0;0;0;0
6673;0;0;0;0;0;0;0;0
10074;0;0;0;0;0;0;0;0
13047;0;1;10;0;0;0;1;0
9943;0;0;0;0;0;0;0;0
13304;0;1;10;0;0;0;0;0
4017;0;0;0;0;0;0;0;0
30514;0;1;10;0;0;0;0;0
10727;0;0;0;0;0;0;0;0
38070;0;1;10;0;0;0;1;0
1378;1;0;10;10;0;0;0;0
2229;0;0;0;10;10;0;0;0
5545;0;0;0;0;0;0;0;0
7247;1;1;10;10;10;0;0;0
11350;0;0;0;0;0;0;0;0
10950;0;0;0;0;0;0;0;0
10433;0;1;10;0;0;0;0;0
9714;0;0;10;0;0;0;0;0
8849;0;0;0;0;0;0;0;0
2117;0;0;0;0;0;0;0;0
10413;0;0;0;0;0;0;0;0
3169;0;0;0;0;10;0;0;0
2063;0;0;10;0;0;0;0;0
8253;0;0;0;0;0;0;0;0
11193;0;1;10;0;0;0;0;0
11786;1;1;10;10;10;0;0;0
11725;0;1;10;0;0;0;0;0
7582;0;0;10;0;0;0;0;0
9902;0;0;0;0;0;0;0;0
6581;0;1;10;10;10;0;0;0
8526;0;0;10;0;0;0;0;0
13901;1;1;10;0;0;0;1;0
12644;0;0;0;0;0;0;0;0
2492;0;0;0;0;0;0;0;0
9695;0;0;0;0;0;0;0;0
8914;1;1;10;10;10;0;0;0
7239;0;0;0;0;0;0;0;0
1909;0;0;0;0;0;0;0;0
2730;0;0;10;0;0;0;0;0
2541;1;1;10;10;10;0;0;0
9016;0;1;10;0;0;0;0;0
11780;0;0;0;0;0;0;0;0
8304;0;0;0;0;0;0;0;0
17986;1;1;10;10;10;0;1;0
5375;0;0;0;0;0;0;0;0
7986;0;1;10;0;0;0;0;0
50;0;1;10;10;10;0;0;0
503;0;0;0;0;0;0;0;0
4107;1;1;10;0;0;0;0;0
7552;1;0;10;0;0;0;0;0
3805;0;0;0;0;0;0;0;0
6594;0;1;0;0;0;0;0;0
5708;0;0;10;0;0;0;0;0
5884;0;0;0;0;0;0;0;0
2540;0;0;0;0;0;0;0;0
3210;0;0;0;0;0;0;0;0
598;0;0;0;10;0;0;0;0
12921;1;1;10;0;0;0;0;0
10096;1;1;10;0;0;0;0;0
1646;1;1;10;10;10;0;0;0
12640;1;1;10;10;0;0;0;0
6069;0;0;0;0;0;0;0;0
2340;1;1;10;10;10;0;0;0
24623;0;1;10;0;0;1;1;0
538;0;0;10;10;0;1;0;0
16454;1;1;10;10;10;0;1;0
5381;0;0;0;0;0;0;0;0
9666;1;0;0;0;0;0;0;0
5681;0;0;0;0;0;0;0;0
5087;0;0;0;0;0;0;0;0
1445;0;0;0;0;0;0;0;0
5054;0;0;0;0;0;0;0;0
19334;0;1;10;0;0;0;1;0
5140;0;0;0;0;0;0;0;0
11558;1;1;10;10;0;0;0;0
36006;0;0;0;0;0;0;0;0
10490;0;0;10;0;0;0;0;0
5872;0;0;10;0;0;0;0;0
5506;0;0;0;0;0;0;0;0
8295;0;1;10;10;10;0;0;0
12239;1;1;10;0;0;0;0;0
2361;1;0;10;10;10;0;0;0
76;0;0;0;0;0;0;0;0
6065;0;0;0;0;0;0;0;0
11702;0;0;0;0;0;0;0;0
11704;0;0;0;0;0;0;0;0
38056;1;0;10;0;0;0;1;0
12693;1;0;0;0;0;0;0;0
10382;0;0;0;0;0;0;0;0
4265;1;0;10;10;10;0;0;0
4954;1;1;10;0;0;0;0;0
8384;0;0;0;0;0;0;0;0
3288;0;0;0;0;0;0;0;0
6251;0;1;10;0;0;0;0;0
4968;0;0;0;0;0;0;0;0
15537;0;1;0;0;0;0;0;0
6604;0;0;0;0;0;0;0;0
5091;0;0;10;0;0;0;0;0
19505;0;1;10;10;0;0;1;0
7504;0;0;0;0;0;0;0;0
6393;0;0;0;0;0;0;0;0
23660;0;1;0;0;0;0;0;0
30664;0;0;0;0;0;0;0;0
2362;0;0;0;0;0;0;0;0
3884;1;1;10;0;0;0;0;0
8578;0;0;0;0;0;0;0;0
20910;1;1;10;10;10;0;0;0
5722;0;0;0;0;0;0;0;0
6168;0;0;0;0;0;0;0;0
11546;0;0;10;0;0;0;0;0
10532;0;1;10;0;0;0;0;0
4893;1;1;0;10;10;0;0;0
9303;0;0;0;0;0;0;0;0
5405;0;0;0;0;0;0;0;0
2331;0;1;10;0;0;0;0;0
10477;0;0;0;0;0;0;0;0
28537;0;1;10;10;10;0;1;0
7305;1;0;10;0;0;0;0;0
11909;1;0;0;10;10;0;0;0
38048;0;0;0;0;0;0;0;0
8814;0;1;10;10;0;0;1;0
11225;0;0;0;0;0;0;0;0
10450;0;0;0;0;0;0;0;0
3542;0;0;0;0;0;0;0;0
6702;0;0;0;0;0;0;0;0
7387;1;1;10;0;0;0;0;0
2141;0;0;0;0;0;0;0;0
20308;0;1;10;0;0;0;1;0
10772;0;1;10;0;0;0;0;0
6700;0;1;10;0;0;0;0;0
5443;1;1;10;0;0;0;0;0
304;0;0;0;0;0;0;0;0
5190;0;0;10;0;0;0;0;0
38042;1;1;10;0;0;0;1;0
8990;0;0;0;0;0;0;0;0
4776;0;0;0;0;0;0;0;0
4061;0;0;0;0;10;0;0;0
2872;0;0;0;0;0;0;0;0
5970;0;0;0;0;0;0;0;0
1877;0;0;0;0;0;0;0;0
5401;0;0;0;0;0;0;0;0
12615;0;1;10;0;0;0;0;0
30714;1;1;10;10;0;0;0;0
9009;0;0;0;0;0;0;0;0
1209;0;0;0;0;0;0;0;0
30715;1;0;0;10;0;0;0;0
17199;1;1;10;0;0;0;0;0
9;1;0;10;0;0;0;0;0
12297;0;0;0;0;0;0;0;0
174;0;0;0;0;10;0;0;0
8379;0;0;0;0;0;0;0;0
12075;1;0;0;0;0;0;0;0
4303;0;0;0;0;0;0;0;0
1458;0;0;0;0;0;0;0;0
38035;1;0;10;10;0;0;1;0
6838;0;1;10;0;0;0;0;0
9878;0;0;0;0;0;0;0;0
6568;0;0;0;0;0;0;0;0
30741;0;0;10;0;0;0;1;0
8278;1;1;10;0;0;0;0;0
30736;1;1;10;0;0;0;1;0
2698;1;0;0;0;10;0;0;0
30670;0;1;10;10;0;0;1;0
2884;1;1;10;0;0;0;0;0
5243;0;0;0;0;0;0;0;0
4322;0;0;10;0;0;0;0;0
3634;0;0;0;0;0;0;0;0
7903;0;0;0;0;0;0;0;0
5155;0;0;0;0;10;0;0;0
1556;0;0;0;0;0;0;0;0
7362;0;1;10;0;0;0;0;0
11457;0;1;10;10;10;0;0;0
12136;0;1;10;0;0;0;0;0
6960;1;0;0;0;0;0;0;0
90;0;1;10;0;0;0;0;0
6248;0;0;0;10;0;0;0;0
3409;0;0;0;0;0;0;0;0
9032;0;0;0;0;0;0;0;0
8633;0;0;0;0;0;0;0;0
7631;0;0;0;0;0;0;0;0
11913;0;0;0;0;0;0;0;0
2673;0;0;0;0;0;0;0;0
2277;0;0;10;0;0;0;0;0
10865;0;0;0;0;0;0;0;0
8852;0;0;0;0;0;0;0;0
6174;0;1;10;10;0;0;0;0
1599;0;0;0;0;0;0;0;0
3054;0;0;10;0;0;0;0;0
22896;0;0;10;0;0;0;1;0
5724;0;0;0;0;0;0;0;0
4243;1;0;0;10;0;0;0;0
2927;0;0;0;0;0;0;0;0
2794;0;0;0;0;0;0;0;0
24927;0;0;0;0;0;0;0;0
9678;1;1;10;10;0;0;0;0
11278;0;0;0;0;0;0;0;0
3727;1;1;10;0;0;0;0;0
8018;0;0;0;0;0;0;0;0
9867;0;0;0;0;0;0;0;0
3212;0;0;0;0;0;0;0;0
9811;0;0;0;0;0;0;0;0
3810;1;1;10;10;0;0;0;0
5572;0;0;0;0;0;0;0;0
2425;0;0;0;0;0;0;0;0
7123;0;0;0;0;0;0;0;0
25550;0;1;10;10;10;0;1;0
38013;0;0;10;0;0;0;1;0
32956;1;1;10;0;0;0;1;0
38014;1;0;10;10;0;0;1;0
13782;1;1;10;10;10;0;1;0
2334;0;0;0;0;0;0;0;0
38021;1;0;10;10;10;0;1;0
11090;0;0;0;0;0;0;0;0
7862;0;0;0;0;0;0;0;0
10830;0;0;0;0;0;0;0;0
38024;0;1;10;0;0;0;1;0
6989;0;0;0;0;0;0;0;0
4952;0;0;0;0;0;0;0;0
3161;0;0;0;0;0;0;0;0
21072;0;1;10;10;0;0;0;0
4008;0;0;0;0;0;0;0;0
3684;0;0;0;0;0;0;0;0
7511;0;0;0;0;0;0;0;0
2185;0;0;0;0;0;0;0;0
5755;0;0;0;0;0;0;0;0
2632;0;0;0;0;0;0;0;0
11960;0;1;10;0;0;0;0;0
1861;0;0;0;0;0;0;0;0
5826;0;0;0;0;0;0;0;0
7456;0;0;0;0;0;0;0;0
2066;1;1;10;10;0;0;0;0
9020;0;0;0;0;0;0;0;0
3711;0;0;10;0;0;0;0;0
4780;0;0;0;0;10;0;0;0
7145;1;1;10;0;0;0;0;0
12659;0;0;0;0;0;0;0;0
7256;0;0;10;10;0;0;0;0
5353;0;0;0;0;0;0;0;0
4075;0;0;0;0;0;0;0;0
12113;0;0;0;0;0;0;0;0
7195;1;0;0;0;0;0;0;0
4867;0;1;10;0;0;0;0;0
9300;0;0;0;0;0;0;0;0
8955;0;1;10;10;0;0;0;0
9690;0;0;10;0;0;0;0;0
3077;0;0;10;10;0;0;0;0
9562;0;1;10;0;0;0;0;0
1907;0;0;0;0;0;0;0;0
7554;1;0;0;0;0;0;0;0
9542;0;1;10;0;0;0;0;0
7354;0;0;0;0;0;0;0;0
3019;0;1;10;0;0;0;0;0
11669;0;0;10;0;0;0;0;0
11100;0;0;0;0;0;0;0;0
3237;0;0;0;0;0;0;0;0
9824;0;0;0;0;0;0;0;0
10801;0;1;10;10;0;0;0;0
1912;0;0;0;0;0;0;0;0
12577;0;0;0;0;0;0;0;0
5125;0;0;10;0;0;0;0;0
5624;0;0;0;0;0;0;0;0
9272;1;1;10;0;0;0;0;0
4915;0;0;0;0;0;0;0;0
2949;0;0;0;0;0;0;0;0
37998;1;1;10;10;10;0;1;0
1002;0;0;0;0;0;0;0;0
12336;0;0;0;0;0;0;0;0
9526;1;0;10;0;0;0;0;0
11980;0;0;0;0;0;0;0;0
30824;1;0;10;10;10;0;1;0
5916;0;0;0;0;0;0;0;0
10363;1;1;10;0;0;0;0;0
4281;0;0;0;0;0;0;0;0
2251;0;0;0;0;0;0;0;0
3481;1;0;0;0;0;0;0;0
9089;0;0;0;0;0;0;0;0
3408;0;0;0;0;0;0;0;0
7540;1;1;10;0;0;0;0;0
7091;0;0;0;0;0;0;0;0
2247;0;0;0;0;0;0;0;0
3562;0;0;10;10;0;0;0;0
20894;1;1;10;10;0;0;0;0
10199;1;0;10;0;0;0;0;0
10156;0;0;0;0;0;0;0;0
1430;0;1;10;0;0;0;0;0
2369;0;0;0;0;0;0;0;0
7216;0;1;10;0;0;0;0;0
8078;0;0;0;0;0;0;0;0
9875;0;1;10;0;0;0;0;0
10432;0;0;10;0;0;0;0;0
7829;0;1;10;0;0;0;0;0
7706;0;0;0;0;0;0;0;0
2097;1;1;10;10;10;0;0;0
3939;0;0;0;0;0;0;0;0
8276;0;0;0;0;0;0;0;0
5723;0;0;0;0;0;0;0;0
4269;0;0;0;0;0;0;0;0
30844;1;1;10;10;10;0;1;0
11158;1;0;10;0;0;0;0;0
11186;0;0;0;0;0;0;0;0
7422;1;1;10;10;10;0;0;0
4056;0;0;10;0;0;0;0;0
11737;0;1;10;0;0;0;0;0
30848;1;0;10;10;0;0;1;0
10856;0;0;0;0;0;0;0;0
5808;0;0;0;0;0;0;0;0
37972;1;1;10;0;0;0;1;0
5205;0;1;10;0;0;0;0;0
30851;1;0;10;10;0;0;1;0
6292;0;1;10;10;0;0;0;0
4408;0;0;0;0;0;0;0;0
6867;1;1;10;0;0;0;0;0
11573;0;1;10;0;0;0;0;0
8522;1;0;0;0;0;0;0;0
7246;1;0;0;10;0;0;0;0
12613;0;1;10;0;0;0;0;0
5252;0;0;0;0;0;0;0;0
2389;0;0;0;0;0;0;0;0
30864;1;0;10;0;0;0;1;0
11430;0;1;10;0;0;0;0;0
27529;1;0;10;10;0;0;0;0
4406;0;0;0;0;0;0;0;0
3862;0;0;0;0;0;0;0;0
3389;0;0;0;0;0;0;0;0
9149;0;0;0;0;0;0;0;0
3195;0;0;0;0;0;0;0;0
9315;0;1;10;0;0;0;0;0
6616;0;1;10;0;0;0;0;0
14066;1;0;10;0;0;0;1;0
2959;0;0;10;10;0;0;0;0
8978;0;0;0;0;0;0;0;0
2083;0;0;0;0;0;0;0;0
6470;1;0;10;0;0;0;0;0
10050;0;0;0;0;0;0;0;0
862;0;0;0;0;0;0;0;0
5780;1;0;10;0;0;0;0;0
6879;0;1;10;0;0;0;0;0
5761;1;1;10;10;0;0;0;0
2738;0;0;0;0;0;0;0;0
15437;1;1;10;10;0;0;0;0
11838;0;0;0;0;0;0;0;0
28513;0;0;0;0;0;0;0;0
8512;1;0;10;10;10;0;0;0
30892;1;0;0;0;10;0;1;0
8837;0;0;0;0;0;1;0;0
9768;0;0;10;0;0;0;0;0
10283;1;1;10;0;0;0;0;0
4533;0;0;0;0;0;0;0;0
13309;1;1;10;10;0;0;0;0
8601;0;1;10;10;10;0;0;0
6374;0;0;0;0;0;0;0;0
6127;0;0;0;0;0;0;0;0
7073;1;0;10;0;0;0;0;0
7899;0;1;10;0;0;0;0;0
3619;0;0;0;0;0;0;0;0
5448;0;1;10;0;0;0;0;0
8731;0;0;0;0;0;0;0;0
5160;0;0;0;0;0;0;0;0
1180;0;0;0;0;0;0;0;0
4852;0;0;0;0;0;0;0;0
37944;0;0;10;0;0;0;1;0
7976;1;1;10;10;0;0;0;0
9942;0;0;0;0;0;0;0;0
9079;0;0;0;0;0;0;0;0
11815;0;0;10;0;10;0;0;0
8541;0;0;0;0;0;0;0;0
5152;0;0;0;0;0;0;0;0
4416;0;0;0;0;0;0;0;0
37948;0;0;0;0;0;0;0;0
19902;0;1;10;0;0;0;1;0
28539;0;1;10;10;0;0;0;0
6224;0;0;0;0;0;0;0;0
30915;0;0;10;0;0;0;1;0
2969;1;1;10;0;0;0;0;0
12523;1;0;10;0;0;0;0;0
5207;0;0;0;0;0;0;0;0
6049;0;0;0;0;0;0;0;0
24674;1;0;10;10;0;0;0;0
3483;1;0;0;0;0;0;0;0
8021;0;0;0;0;0;0;0;0
2727;0;0;0;0;0;0;0;0
12398;0;0;0;0;0;0;0;0
10022;0;1;10;0;0;0;0;0
5854;0;0;0;0;0;0;0;0
12110;0;0;0;0;0;0;0;0
10261;0;0;0;0;0;0;0;0
11584;1;1;10;0;0;0;0;0
2759;1;1;10;0;0;0;0;0
30952;0;1;10;10;10;0;1;0
30956;1;1;10;0;0;0;1;0
8811;0;0;0;0;0;0;0;0
37943;1;1;10;0;0;0;1;0
19392;0;1;10;10;0;0;1;0
35166;1;0;10;10;0;0;0;0
12272;0;0;0;0;0;0;0;0
3594;0;0;0;0;0;0;0;0
4879;0;0;0;0;0;0;0;0
3160;1;0;0;10;0;0;0;0
7179;0;0;0;0;0;0;0;0
10438;0;0;0;0;0;0;0;0
3116;0;0;0;0;0;0;0;0
9961;0;0;0;0;0;0;0;0
30982;1;1;10;10;0;0;1;0
8606;0;0;0;0;0;0;0;0
5907;0;0;0;0;0;0;0;0
4285;0;0;0;0;0;0;0;0
7240;0;0;0;0;0;0;0;0
11700;0;0;10;0;0;0;0;0
7078;1;1;10;0;0;0;0;0
6005;0;0;0;0;0;0;0;0
2785;0;1;10;0;0;0;0;0
11961;0;0;0;0;0;0;0;0
6232;1;1;10;0;0;0;0;0
10985;0;1;10;0;0;0;0;0
7497;0;0;0;0;0;0;0;0
6043;0;1;10;0;0;0;0;0
6785;0;0;0;0;0;0;0;0
12326;1;1;10;10;0;0;0;0
3354;0;0;0;0;0;0;0;0
10927;0;0;0;0;0;0;0;0
9490;0;0;0;0;0;0;0;0
22111;1;1;10;0;0;0;0;0
10537;0;0;0;0;0;0;0;0
9239;0;0;0;0;0;0;0;0
4695;0;0;0;0;0;0;0;0
8189;0;0;0;0;0;1;0;0
14973;0;0;10;0;0;0;1;0
9515;0;0;0;0;0;0;0;0
573;0;1;10;0;0;0;0;0
6965;0;0;0;0;0;0;0;0
5734;0;0;0;0;0;0;0;0
8135;0;1;10;0;0;0;0;0
11633;0;0;0;0;0;0;0;0
8141;0;0;0;0;0;0;0;0
25464;0;0;10;0;0;0;1;0
2216;1;0;10;0;0;0;0;0
4511;0;0;0;0;0;0;0;0
8193;0;0;0;0;0;0;0;0
6713;0;0;0;0;0;0;0;0
10159;0;0;0;0;0;0;0;0
31055;0;1;10;0;0;0;0;0
5057;0;0;10;0;0;0;0;0
1503;1;0;10;10;10;0;0;0
3336;0;0;0;0;0;0;0;0
3784;1;0;0;10;0;0;0;0
20644;0;1;10;10;0;0;1;0
8464;0;0;0;0;0;0;0;0
627;1;1;10;10;0;0;0;0
7452;0;0;0;0;0;0;0;0
9738;0;0;0;0;0;0;0;0
3190;0;0;0;0;0;0;0;0
10036;0;1;10;0;0;0;0;0
2136;0;1;10;0;0;0;0;0
6211;0;0;10;0;0;0;0;0
1926;0;0;0;0;0;0;0;0
1825;0;0;0;0;0;0;0;0
7705;0;1;10;0;10;0;0;0
8940;0;0;0;0;0;0;0;0
3528;0;0;0;10;0;0;0;0
16875;1;1;0;10;0;0;0;0
1216;0;0;0;0;0;0;0;0
1425;0;0;0;0;0;0;0;0
2118;0;0;0;0;0;0;0;0
19679;0;1;10;10;0;0;0;0
5121;0;0;0;0;0;0;0;0
8495;0;0;0;0;10;0;0;0
2877;0;0;0;0;0;0;0;0
3769;0;0;0;0;0;0;0;0
10346;0;0;0;10;0;0;0;0
5961;0;1;10;0;0;0;0;0
23400;0;1;10;10;10;0;0;0
6381;1;0;10;10;0;0;0;0
4166;0;1;10;0;0;0;0;0
30467;1;0;0;0;0;0;1;0
11733;0;0;0;0;10;0;0;0
10911;0;0;0;0;0;0;0;0
6656;1;1;0;0;0;0;0;0
5574;0;0;10;0;0;0;0;0
10670;1;1;10;10;0;0;0;0
31095;1;1;10;10;10;0;0;0
3938;1;0;0;0;0;0;0;0
5086;0;1;10;0;0;0;0;0
37911;1;1;10;0;0;0;1;0
8168;0;0;0;0;0;0;0;0
11616;0;0;0;0;0;0;0;0
25116;1;0;10;0;0;0;0;0
4813;0;0;0;0;0;0;0;0
1200;0;0;0;0;0;0;0;0
31115;0;0;10;0;0;0;0;0
25460;0;1;10;10;10;0;1;0
8086;0;0;0;0;0;0;0;0
25015;0;0;0;0;0;0;0;0
22348;1;1;10;10;0;0;1;0
6608;0;0;0;0;0;0;0;0
10187;1;1;10;0;0;0;0;0
4711;1;1;10;0;10;0;0;0
3339;1;0;0;0;0;0;0;0
7204;0;1;10;0;0;0;0;0
8941;0;0;0;0;0;0;0;0
31131;0;0;10;0;0;0;1;0
8506;0;0;0;0;0;0;0;0
11712;1;0;0;0;0;0;0;0
10086;0;0;0;0;0;0;0;0
3152;0;0;0;0;0;0;0;0
2405;0;0;0;0;0;0;0;0
3396;0;0;0;0;0;0;0;0
3028;0;0;0;0;0;0;0;0
11070;1;0;10;0;0;0;0;0
31135;0;1;10;10;0;0;1;0
5272;0;0;0;0;0;0;0;0
8618;0;0;0;0;0;0;0;0
2173;1;0;0;0;0;0;0;0
38649;1;1;10;10;0;1;0;0
6659;0;0;10;0;0;0;0;0
38653;0;0;0;0;0;0;0;0
17520;1;1;10;10;10;0;1;0
2204;0;1;10;0;0;0;0;0
31140;1;1;10;0;0;0;1;0
11650;0;0;0;0;0;0;0;0
31146;1;1;10;10;0;0;1;0
5356;1;1;10;0;0;0;0;0
7135;1;1;0;0;0;0;0;0
9156;0;1;10;0;0;0;0;0
8988;0;0;0;0;0;0;0;0
31149;0;1;10;0;0;0;0;0
3911;1;0;0;0;0;0;0;0
11305;0;0;0;0;0;0;0;0
2925;0;0;0;0;0;0;0;0
3770;0;0;0;0;0;0;0;0
3965;1;1;10;10;0;0;0;0
23412;0;1;10;10;10;1;1;0
1263;1;1;10;10;10;0;1;0
8436;0;0;0;0;0;0;0;0
2910;0;0;0;0;0;0;0;0
37890;0;1;10;0;0;0;1;0
8063;0;1;10;0;0;0;0;0
12454;0;0;0;0;0;0;0;0
2199;0;0;0;0;0;0;0;0
7092;0;1;10;0;0;0;0;0
4327;0;0;0;0;0;0;0;0
5337;0;0;0;0;0;0;0;0
31173;0;1;10;10;10;1;1;0
572;0;0;0;0;0;0;0;0
1453;0;0;0;0;0;0;0;0
3679;0;0;0;0;0;0;0;0
11081;0;0;10;10;0;0;0;0
61;0;0;0;0;0;0;0;0
500;0;0;0;10;0;1;0;0
5589;0;0;0;0;0;0;0;0
3960;0;0;0;0;0;0;0;0
3063;1;0;0;10;0;0;0;0
37480;1;0;10;0;0;0;1;0
31112;1;1;10;0;0;0;1;0
2179;0;0;0;0;0;0;0;0
24504;0;1;10;10;0;0;0;0
8100;0;0;0;10;0;0;0;0
2218;0;0;0;0;0;0;0;0
37884;1;1;10;0;0;0;1;0
7429;0;0;0;0;0;0;0;0
8924;0;0;0;0;0;0;0;0
4159;0;0;0;0;0;0;0;0
21660;0;1;10;10;10;0;0;0
12093;0;1;10;0;0;0;0;0
2575;0;0;0;0;0;0;0;0
8577;1;0;0;0;0;0;0;0
10755;1;0;0;10;10;0;0;0
2758;0;0;10;0;0;0;0;0
1875;0;0;0;0;0;0;0;0
7721;0;0;0;0;0;0;0;0
1268;0;0;0;0;0;0;0;0
9069;0;0;10;0;0;0;0;0
1318;0;0;0;0;0;0;0;0
11750;0;0;0;0;0;0;0;0
3380;0;1;10;0;0;0;0;0
9783;0;0;10;0;0;0;0;0
8092;0;0;0;0;0;0;0;0
4164;0;0;0;10;0;0;0;0
10960;0;1;10;0;0;0;0;0
3774;1;1;10;10;10;0;0;0
4706;0;0;0;0;0;0;0;0
5765;0;0;0;0;0;0;0;0
8358;0;0;10;10;10;0;0;0
12401;0;0;0;0;0;0;0;0
33431;0;1;10;0;0;0;0;0
37864;0;1;10;10;10;0;0;0
37865;1;0;10;0;0;0;1;0
17734;1;0;10;0;0;0;1;0
37874;0;0;0;0;0;0;0;0
963;0;0;0;0;0;0;0;0
31223;1;0;10;0;10;0;0;0
17972;1;1;10;10;0;0;0;0
37880;0;1;10;0;0;0;0;0
8892;0;0;0;0;0;0;0;0
1385;0;0;0;0;0;0;0;0
9342;0;0;10;0;0;0;0;0
2329;1;1;10;10;10;0;0;0
28495;0;0;0;0;0;0;1;0
10440;0;1;10;0;0;0;0;0
11306;0;0;0;0;0;0;0;0
7292;0;0;0;0;0;0;0;0
3277;0;1;10;0;0;0;0;0
4878;1;1;10;10;0;0;0;0
6423;0;0;0;0;0;0;0;0
7156;0;0;0;0;0;0;0;0
343;0;0;0;0;0;0;0;0
12159;0;0;0;0;0;0;0;0
6143;0;0;0;0;0;0;0;0
8470;0;0;0;0;0;0;0;0
12955;0;1;10;0;0;0;1;0
7133;1;1;10;0;10;0;0;0
26052;0;1;10;0;0;0;0;0
12459;1;0;10;0;0;0;0;0
8998;0;1;10;0;0;0;0;0
11236;0;0;0;0;0;0;0;0
4689;1;0;10;10;0;0;0;0
1454;1;0;0;0;0;0;0;0
7740;1;0;10;0;0;0;0;0
20928;1;1;10;0;0;0;1;0
2390;0;0;0;0;0;0;0;0
11502;0;1;10;0;0;0;0;0
5818;0;0;10;0;0;0;0;0
9960;0;1;10;0;0;0;0;0
3612;0;0;0;0;0;0;0;0
7596;0;0;0;0;0;0;0;0
1352;0;0;0;0;0;0;0;0
6966;0;0;0;0;0;0;0;0
12036;0;0;0;0;0;0;0;0
21996;0;1;10;10;0;0;0;0
2569;1;1;10;0;0;0;0;0
1917;0;0;0;0;0;0;0;0
7545;0;0;0;0;0;0;0;0
8159;0;0;0;0;0;0;0;0
30702;1;1;10;0;0;0;0;0
11557;0;0;0;0;0;0;0;0
12662;0;0;0;0;0;0;0;0
6620;0;0;0;0;0;0;0;0
8240;0;1;10;0;0;0;0;0
7992;0;0;0;0;0;0;0;0
37832;0;0;10;0;0;0;1;0
5843;0;0;10;0;0;0;0;0
7030;0;0;0;0;0;0;0;0
1930;1;0;10;10;10;0;0;0
4500;0;0;0;0;0;0;0;0
994;0;0;0;0;0;0;0;0
7072;1;1;10;0;0;0;0;0
4438;0;0;0;0;0;0;0;0
31109;1;1;10;10;10;0;1;0
15837;0;0;0;0;0;0;0;0
7896;0;0;0;0;0;0;0;0
31295;1;0;0;0;0;0;1;0
6436;1;1;10;10;0;0;0;0
8729;0;1;10;10;0;0;0;0
31303;1;0;10;0;0;0;1;0
31304;1;1;10;10;10;0;1;0
18674;0;0;0;0;0;0;0;0
31306;0;0;10;0;0;0;1;0
17818;1;1;10;10;10;0;1;0
8844;1;1;10;10;10;0;0;0
37827;1;0;10;10;0;0;1;0
7719;0;0;0;0;0;0;0;0
5239;1;0;10;0;0;0;0;0
13781;0;1;10;10;0;0;0;0
31320;0;1;10;0;0;0;0;0
9355;0;0;0;0;10;0;0;0
8724;0;0;0;0;0;0;0;0
9132;0;0;0;0;0;0;0;0
475;0;0;10;10;10;0;1;0
91;0;1;10;0;0;0;0;0
8447;0;0;0;0;0;0;0;0
19965;0;0;10;0;0;0;1;0
7933;0;0;0;0;0;0;0;0
3863;0;0;0;0;0;0;0;0
12268;0;0;10;0;0;0;0;0
7049;0;1;10;0;0;0;0;0
10165;0;0;0;0;0;0;0;0
9716;0;0;0;0;0;0;0;0
6136;0;0;0;0;0;0;0;0
4784;0;0;0;0;0;0;0;0
2208;0;0;0;0;0;0;0;0
3558;0;0;0;0;0;0;0;0
3577;0;1;0;0;0;0;0;0
5704;0;1;10;0;0;0;0;0
2733;0;1;10;10;0;0;0;0
1259;1;0;0;0;10;0;0;0
