cod_cliente;flg_unico_dono;flg_licenciado;flg_ipva_pago;flg_todas_revisoes_concessionaria;flg_garantia_fabrica;flg_blindado;flg_aceita_troca;flg_adaptado_pcd
3239;0;1;10;0;0;0;0;0
7017;0;1;10;0;0;0;0;0
5685;0;0;0;0;0;0;0;0
8885;0;0;0;0;0;0;0;0
7227;0;0;10;0;0;0;0;0
20660;0;1;10;0;0;0;1;0
36682;1;1;10;0;0;0;0;0
3368;0;0;0;0;0;1;0;0
10734;0;0;0;0;0;0;0;0
11326;0;1;10;10;0;0;0;0
185;0;1;10;0;0;0;0;0
36685;0;1;10;0;0;0;1;0
26760;0;1;10;0;0;0;0;0
9218;0;1;10;0;0;0;0;0
10182;0;1;10;0;0;0;0;0
2869;0;1;10;10;0;0;0;0
33240;1;0;10;10;0;0;0;0
16395;0;0;10;10;0;0;1;0
8960;0;0;0;0;0;0;0;0
5998;0;0;0;0;0;0;0;0
18686;1;1;10;0;0;0;1;0
25213;0;1;10;10;0;0;1;0
31507;0;1;10;10;0;0;0;0
3296;0;0;0;0;0;0;0;0
9539;0;0;0;0;0;0;0;0
4212;0;0;10;0;0;0;0;0
2721;0;0;0;0;0;0;0;0
36387;1;0;10;10;0;0;1;0
15912;0;1;10;0;0;0;1;0
6951;0;1;10;0;0;0;0;0
6340;1;1;10;10;0;0;0;0
3386;0;0;0;0;0;0;0;0
3174;0;1;10;0;0;0;0;0
3682;0;0;0;0;0;0;0;0
2115;1;1;10;10;10;0;0;0
9241;0;0;0;0;0;0;0;0
3750;0;0;0;0;0;0;0;0
4744;0;0;0;0;0;0;0;0
3283;1;1;10;10;0;0;0;0
15903;0;0;0;10;0;0;0;0
4799;0;0;0;0;0;0;0;0
5163;0;0;0;0;0;0;0;0
17246;0;0;10;0;0;0;0;0
8313;0;0;0;0;0;0;0;0
11464;0;0;0;0;0;0;0;0
10452;0;0;0;0;0;0;0;0
6162;0;1;10;0;0;0;0;0
30562;0;1;10;0;0;0;0;0
8997;0;0;0;0;0;0;0;0
3741;0;0;0;0;0;0;0;0
6380;0;0;0;0;0;0;0;0
11635;0;0;10;0;0;0;0;0
5269;0;0;0;0;0;0;0;0
6269;0;0;0;0;0;0;0;0
5864;0;0;0;0;0;0;0;0
21551;0;1;10;0;0;0;1;0
11744;0;0;0;0;0;0;0;0
2951;0;0;0;0;0;0;0;0
12284;0;0;0;0;0;0;0;0
10420;0;1;10;0;0;0;0;0
9444;0;0;0;0;0;0;0;0
5680;0;1;10;0;0;0;0;0
36627;0;1;10;10;10;0;1;0
12405;0;0;0;0;0;0;0;0
2858;0;1;10;0;0;0;0;0
19003;1;0;10;10;0;0;1;0
10959;0;0;0;0;10;1;0;0
12333;0;1;10;0;0;0;0;0
9486;0;1;10;0;0;0;0;0
9599;0;0;0;0;0;0;0;0
10281;0;0;0;0;0;0;0;0
33628;0;1;10;0;0;0;0;0
6774;0;0;0;0;0;0;0;0
11375;0;0;0;0;0;0;0;0
8280;0;0;0;0;0;0;0;0
8742;0;0;0;0;0;0;0;0
4654;0;0;0;0;0;0;0;0
10972;0;1;10;0;0;0;0;0
5486;0;0;0;0;0;0;0;0
9633;1;1;10;10;0;0;0;0
7801;0;1;10;0;0;0;0;0
5943;0;0;0;0;0;0;0;0
6177;0;0;0;0;0;0;0;0
8138;0;0;0;0;0;0;0;0
7476;0;0;0;0;0;0;0;0
6571;0;0;10;0;0;0;0;0
10098;0;0;0;0;0;0;0;0
9053;0;0;10;0;0;0;0;0
25639;1;0;10;10;10;0;0;0
3706;0;0;0;0;10;0;0;0
20593;1;1;10;10;0;1;1;0
7962;0;0;10;0;0;0;0;0
8130;0;0;0;0;0;0;0;0
5493;0;0;0;0;0;0;0;0
10648;0;0;0;0;0;0;0;0
5833;0;0;10;0;0;0;0;0
33646;0;0;0;0;0;0;0;0
33648;0;1;10;10;0;0;1;0
6725;0;0;0;0;0;0;0;0
2546;1;1;10;10;0;0;0;0
2974;0;0;0;0;0;0;0;0
10177;0;1;10;0;0;0;0;0
12140;0;0;10;0;0;0;0;0
35905;1;1;10;10;10;0;1;0
11033;0;1;10;0;0;0;0;0
33674;0;1;10;10;0;0;0;0
3419;0;0;0;0;0;0;0;0
4538;0;0;10;0;0;0;0;0
11834;0;0;0;0;0;0;0;0
9917;0;0;0;0;0;0;0;0
3740;0;0;0;0;0;0;0;0
8362;0;0;0;0;0;0;0;0
9271;0;0;0;0;0;0;0;0
7258;0;0;0;0;0;0;0;0
5922;0;0;0;0;0;0;0;0
12016;0;1;10;0;0;0;0;0
6952;0;0;0;0;0;0;0;0
4415;0;0;10;0;0;0;0;0
2124;1;0;10;0;0;0;0;0
2145;0;0;0;0;0;0;0;0
6375;0;1;10;0;0;0;0;0
10118;1;1;10;10;0;0;0;0
3092;0;1;10;0;0;0;0;0
10893;0;1;10;0;0;0;0;0
9509;1;0;0;0;0;0;0;0
25636;0;0;0;0;0;0;0;0
9986;0;0;0;0;0;0;0;0
8693;0;0;10;0;0;0;0;0
4515;0;0;0;0;0;0;0;0
7972;0;0;0;0;0;0;0;0
5670;0;0;0;0;0;0;0;0
2776;0;0;0;0;0;0;0;0
36614;0;1;10;10;0;0;1;0
1343;0;0;0;0;0;0;0;0
8103;0;0;0;0;0;0;0;0
9006;0;1;10;0;0;0;0;0
1810;0;1;10;0;0;1;0;0
22612;0;1;10;0;0;0;0;0
12022;0;0;0;0;0;0;0;0
38366;1;0;10;10;0;0;1;0
9226;1;0;10;0;0;0;0;0
6268;0;0;0;10;0;0;0;0
1101;0;1;0;0;0;0;0;0
4745;1;1;10;0;10;0;0;0
30377;0;0;0;0;0;0;0;0
11008;0;0;0;0;0;0;0;0
26343;1;1;10;0;0;0;1;0
7639;0;0;0;0;0;0;0;0
4146;0;0;0;0;0;0;0;0
16438;1;1;10;10;10;0;0;0
2093;0;0;0;0;0;0;0;0
9996;0;0;0;0;0;0;0;0
19582;0;1;10;0;0;0;0;0
5127;0;0;0;0;0;0;0;0
6847;0;0;0;0;0;0;0;0
8174;1;1;10;0;0;0;0;0
4730;0;0;0;0;0;0;0;0
22598;0;1;10;0;0;0;0;0
6601;0;0;0;0;0;0;0;0
1051;0;0;0;0;0;0;0;0
5630;1;1;10;10;0;1;0;0
1933;1;1;10;10;0;0;1;0
12349;0;0;0;0;0;0;0;0
10998;0;0;0;0;0;0;0;0
11069;0;0;0;0;0;0;0;0
3129;0;0;0;0;0;0;0;0
15204;0;0;10;0;0;0;1;0
9464;0;0;0;0;0;0;0;0
2170;1;0;10;10;0;0;0;0
10753;0;0;0;0;0;0;0;0
8073;0;0;0;0;0;0;0;0
8519;0;0;0;0;0;0;0;0
7699;0;0;0;0;0;0;0;0
11734;0;0;0;0;0;0;0;0
4361;0;0;0;0;0;0;0;0
14685;0;1;10;10;0;0;1;0
2605;0;0;10;0;0;0;0;0
4199;1;1;10;10;0;0;0;0
5729;0;0;0;0;0;0;0;0
4222;0;0;10;0;0;0;0;0
11601;0;0;0;0;0;0;0;0
9019;1;0;10;0;0;0;0;0
7300;0;0;10;0;0;0;0;0
10075;0;1;10;0;0;0;0;0
36565;0;1;10;0;0;0;1;0
4876;0;0;10;0;0;0;0;0
2757;0;0;0;0;0;0;0;0
7375;1;1;10;0;0;0;0;0
8669;0;0;0;0;0;0;0;0
33717;0;1;10;10;0;0;0;0
9171;0;0;0;0;0;0;0;0
11765;0;1;10;0;0;0;0;0
7026;1;0;0;10;10;1;0;0
3067;0;0;0;0;0;0;0;0
1028;0;0;0;0;0;0;0;0
18793;0;1;10;10;10;0;1;0
11515;0;0;0;0;0;0;0;0
10971;0;0;0;0;0;0;0;0
8080;0;1;10;0;0;0;0;0
592;0;0;0;0;10;0;0;0
20366;1;0;0;0;0;0;1;0
6930;0;0;0;0;10;0;0;0
9505;0;1;10;0;0;0;0;0
10264;0;0;0;0;0;0;0;0
8773;0;0;0;0;0;0;0;0
7517;1;0;0;0;0;0;0;0
9013;1;0;0;0;0;0;0;0
6280;0;0;0;0;0;0;0;0
2675;1;1;10;10;10;0;0;0
4602;0;0;0;0;0;0;0;0
468;1;1;10;0;0;0;0;0
9912;0;0;0;0;0;0;0;0
11224;1;1;10;0;0;0;0;0
33743;0;1;10;0;0;0;1;0
3847;1;0;0;10;0;0;0;0
1544;0;0;0;0;0;0;0;0
8191;0;1;10;10;0;0;0;0
3948;0;0;10;0;0;0;0;0
12703;0;0;0;0;0;0;0;0
14260;0;0;0;10;0;0;0;0
11239;0;0;0;0;0;0;0;0
4100;1;0;10;10;0;0;0;0
6188;0;1;10;0;0;0;0;0
11149;0;1;10;0;0;0;0;0
35825;0;1;10;0;0;0;1;0
6804;0;0;0;0;0;0;0;0
24389;0;1;10;0;0;0;0;0
7321;1;1;10;0;0;0;0;0
22771;0;0;10;10;10;0;0;0
8801;0;0;0;0;0;0;0;0
13942;0;0;0;0;0;0;0;0
25381;0;1;10;10;0;0;1;0
36544;0;0;0;0;0;0;0;0
30523;0;1;10;0;0;0;0;0
12223;0;0;0;0;0;0;0;0
6773;0;0;0;0;0;0;0;0
6447;0;0;0;0;0;0;0;0
8458;0;0;0;0;0;0;0;0
2867;1;1;10;10;10;0;0;0
10994;0;0;0;0;0;0;0;0
22057;0;1;10;0;0;0;0;0
3708;1;0;0;0;0;0;0;0
2994;0;0;0;0;0;0;0;0
5090;0;1;10;0;0;0;0;0
4924;1;0;10;10;0;0;0;0
3342;0;0;0;0;0;0;0;0
6837;0;0;0;0;0;0;0;0
8154;0;0;0;0;0;0;0;0
7332;0;0;0;0;0;0;0;0
7157;0;0;10;0;0;0;0;0
26430;0;0;0;10;0;0;1;0
35959;0;0;0;0;0;0;1;0
36558;0;0;10;0;0;0;0;0
6454;1;0;0;0;0;0;0;0
11996;0;0;0;0;0;0;0;0
5561;0;0;0;0;0;0;0;0
4028;0;0;0;0;0;1;0;0
10068;0;1;10;0;0;0;0;0
12215;1;0;10;10;0;0;0;0
2286;0;0;0;0;0;0;0;0
8157;1;1;10;10;10;0;0;0
18767;0;1;10;0;0;0;1;0
3874;0;0;0;0;0;0;0;0
2435;1;1;10;0;0;0;0;0
9869;0;1;10;10;0;0;0;0
38351;1;1;10;10;10;0;1;0
12263;1;0;10;0;0;0;0;0
22260;0;0;10;10;10;0;0;0
33767;0;0;10;10;0;0;1;0
11173;0;0;10;0;0;0;0;0
26095;0;1;10;0;0;0;0;0
24861;0;0;10;0;0;0;1;0
33763;1;1;10;10;0;0;1;0
23815;0;0;0;0;0;0;0;0
7277;0;1;0;0;0;0;0;0
8405;0;0;0;0;0;0;0;0
3043;0;0;10;0;0;0;0;0
9286;0;0;0;0;0;0;0;0
3590;1;1;10;0;0;0;0;0
24300;0;1;10;0;0;0;0;0
5431;0;0;0;0;0;0;0;0
5633;1;0;10;10;10;0;0;0
9124;0;0;10;0;0;0;0;0
8673;0;0;0;0;0;0;0;0
3508;0;1;10;0;0;0;0;0
4000;0;0;0;0;0;0;0;0
9292;1;1;10;10;0;0;0;0
13489;1;1;10;10;0;0;0;0
4845;0;0;10;0;0;0;0;0
33770;0;1;10;10;0;0;1;0
10148;0;0;10;0;0;0;0;0
4552;0;0;0;0;0;0;0;0
7869;0;0;0;0;0;0;0;0
5073;1;0;0;0;0;0;0;0
12543;0;1;10;0;0;0;0;0
3435;0;0;0;0;0;0;0;0
2729;1;1;10;10;0;0;0;0
6140;0;0;0;0;0;0;0;0
1386;1;0;10;0;0;0;0;0
5327;0;1;10;0;0;0;0;0
10859;0;0;0;0;0;0;0;0
4108;0;0;0;0;10;0;0;0
2451;0;1;10;10;0;0;0;0
9059;0;0;0;0;0;0;0;0
4647;1;0;0;0;0;0;0;0
11331;1;1;10;10;0;0;0;0
8862;0;0;0;0;0;0;0;0
12214;1;1;10;10;0;0;0;0
5240;0;0;0;0;0;0;0;0
2064;0;0;0;10;0;0;0;0
1790;0;0;0;0;0;0;0;0
2211;0;1;10;0;0;0;0;0
10803;0;1;10;0;0;0;0;0
4657;0;0;0;0;0;0;0;0
2775;0;0;10;0;0;0;0;0
8845;0;0;0;0;0;0;0;0
3700;0;0;0;0;0;0;0;0
6007;1;1;10;10;0;0;0;0
3574;1;1;10;10;0;0;0;0
11715;0;0;10;0;0;0;0;0
4881;0;0;0;0;0;0;0;0
4231;0;0;0;0;0;0;0;0
12244;0;0;0;0;0;0;0;0
11206;0;1;10;0;0;0;0;0
2358;0;1;10;0;0;0;0;0
8909;0;0;10;0;0;0;0;0
7319;1;1;10;10;10;0;0;0
10491;0;0;10;0;0;0;0;0
9364;0;0;0;0;0;0;0;0
6675;0;0;0;0;10;0;0;0
5081;0;0;0;0;0;0;0;0
36450;0;1;10;0;0;0;1;0
36452;0;0;0;0;0;0;1;0
36469;0;1;10;0;0;0;1;0
8139;1;1;10;0;0;0;0;0
21859;0;1;10;10;0;0;1;0
7152;0;0;0;0;0;0;0;0
7318;0;0;0;0;0;0;0;0
4613;1;1;10;0;0;0;0;0
16754;0;1;10;0;0;0;0;0
15586;1;1;0;10;0;0;1;0
4989;0;1;10;0;0;0;0;0
3369;0;1;10;0;0;0;0;0
3543;1;0;10;10;0;0;0;0
9857;0;1;10;0;0;0;0;0
7970;1;1;0;10;0;0;0;0
31193;0;0;10;10;0;1;0;0
11333;0;0;0;0;0;0;0;0
12787;0;1;10;10;0;0;1;0
9615;0;0;0;0;0;0;0;0
14046;1;1;10;10;0;0;1;0
10877;0;0;0;0;0;0;0;0
4024;0;0;0;0;0;0;0;0
4882;0;1;0;0;0;0;0;0
7451;0;0;0;0;0;0;0;0
4793;0;0;0;0;0;0;0;0
73;0;0;0;0;0;0;0;0
5899;0;0;0;0;0;0;0;0
6649;0;0;10;0;0;0;0;0
18121;1;0;10;10;0;0;1;0
2282;1;1;10;10;0;1;0;0
1939;1;1;10;0;0;0;0;0
36409;0;0;10;10;0;0;1;0
11634;0;0;0;0;0;0;0;0
11898;0;0;0;0;0;0;0;0
1906;0;0;0;0;0;0;0;0
8414;0;0;10;0;0;0;0;0
9392;0;0;0;0;0;0;0;0
9803;0;0;0;0;0;0;0;0
4683;0;0;0;0;0;0;0;0
10607;0;0;0;0;0;0;0;0
15901;0;1;10;10;10;0;1;0
11768;0;1;10;0;0;0;0;0
6326;0;0;0;0;0;0;0;0
5228;0;0;0;0;0;0;0;0
11543;0;1;10;0;0;0;0;0
3842;0;1;10;0;0;0;0;0
3215;0;0;0;0;0;0;0;0
8785;1;1;10;0;0;0;0;0
3199;0;0;10;0;0;0;0;0
11858;0;0;0;0;0;0;0;0
9110;0;0;0;0;0;0;0;0
5257;0;1;10;0;0;0;0;0
3206;0;1;10;0;0;0;0;0
36096;1;1;10;10;0;0;1;0
6925;0;0;0;0;0;0;0;0
8579;0;0;0;0;0;0;0;0
5525;0;0;0;0;0;0;0;0
10769;0;0;0;0;0;0;0;0
1161;1;0;0;0;0;0;0;0
6037;0;0;0;0;0;0;0;0
37978;1;1;10;10;0;0;1;0
29922;0;1;10;10;0;0;0;0
4210;0;0;0;0;0;0;0;0
2366;0;0;0;0;0;0;0;0
12126;0;1;10;0;0;0;0;0
7969;1;1;10;10;10;0;0;0
4494;0;0;10;0;0;0;0;0
18359;1;1;10;10;0;0;1;0
12467;0;1;10;0;0;1;0;0
33851;1;1;10;10;0;0;1;0
11024;0;0;10;0;0;0;0;0
8204;1;1;10;0;0;0;0;0
8483;0;1;10;0;0;0;0;0
1438;0;0;0;0;0;0;0;0
1949;0;1;10;0;0;0;1;0
3788;1;1;10;10;0;0;0;0
33637;0;0;10;0;0;0;0;0
5378;0;0;0;0;0;0;0;0
4885;0;1;10;0;0;0;0;0
9901;0;1;10;0;0;0;0;0
542;1;1;10;0;0;0;0;0
3292;0;0;0;0;0;0;0;0
6357;0;0;0;0;0;0;0;0
8956;0;0;0;0;0;0;0;0
30259;0;0;10;10;10;0;1;0
3907;0;0;10;10;0;0;0;0
8402;0;0;0;0;0;0;0;0
26554;1;0;10;0;0;0;1;0
10427;0;1;10;0;0;0;0;0
4925;1;0;10;0;0;0;0;0
1545;1;0;0;0;10;0;0;0
14025;1;1;10;10;10;0;1;0
2230;1;0;10;10;0;0;0;0
33402;0;1;10;10;0;0;0;0
8058;0;0;0;0;0;0;0;0
4639;1;0;10;0;0;0;0;0
10053;0;1;10;0;0;0;0;0
7404;0;0;0;0;0;0;0;0
36395;1;1;10;10;10;0;1;0
12069;1;0;10;0;0;0;0;0
12303;0;0;0;0;0;0;0;0
5488;0;0;0;0;0;0;0;0
7027;0;0;0;0;0;0;0;0
7365;0;0;0;0;0;0;0;0
5500;1;1;10;10;0;0;0;0
32635;1;1;10;10;10;0;0;0
9617;0;0;0;0;0;0;0;0
15194;0;0;10;10;10;0;1;0
3723;0;0;0;0;0;0;0;0
6331;1;0;0;0;0;0;0;0
18465;1;1;10;0;0;0;1;0
36401;1;0;10;0;0;0;1;0
10402;0;0;10;0;0;0;0;0
5847;0;0;0;0;0;0;0;0
7351;0;0;0;0;0;0;0;0
2926;0;0;0;0;0;0;0;0
38607;0;0;10;0;0;0;0;0
37353;1;1;10;10;10;0;0;0
25146;1;1;10;10;10;0;1;0
10866;0;0;0;0;0;0;0;0
988;0;0;0;0;0;0;0;0
32633;0;0;10;10;0;0;0;0
246;0;1;10;0;0;0;0;0
10145;1;1;10;10;0;0;0;0
3026;0;0;0;0;0;0;0;0
12039;1;1;10;0;0;0;0;0
7770;0;0;0;0;0;0;0;0
6125;0;0;0;0;0;0;0;0
9659;0;0;0;0;0;0;0;0
22765;0;1;10;0;0;0;1;0
6984;0;0;0;0;0;0;0;0
33930;1;1;10;10;0;0;1;0
29446;0;0;0;0;0;0;1;0
24653;1;1;10;10;0;0;1;0
5016;0;0;0;0;0;0;0;0
22834;0;1;10;10;0;0;0;0
10241;0;0;0;0;0;0;0;0
18106;1;1;10;0;0;0;1;0
8872;0;0;0;0;0;0;0;0
11872;1;0;10;0;0;0;0;0
2276;0;1;0;0;0;0;0;0
11241;0;0;0;0;0;0;0;0
1862;0;0;0;0;0;0;0;0
3497;0;0;0;0;0;0;0;0
1242;1;0;10;10;0;0;0;0
9208;0;0;0;0;0;0;0;0
4009;0;1;10;10;0;0;0;0
1559;0;0;0;0;0;0;0;0
11400;0;1;10;0;0;0;0;0
4837;0;1;10;10;0;0;0;0
20545;0;1;10;10;0;0;0;0
4684;0;0;0;0;0;0;0;0
8560;0;0;0;0;0;0;0;0
3468;0;1;10;0;10;0;0;0
6922;0;0;0;0;0;0;0;0
9181;0;1;0;0;0;0;0;0
21180;0;1;10;0;0;0;0;0
36380;0;1;10;0;0;0;1;0
7505;0;0;0;0;10;0;0;0
38292;0;1;10;0;0;0;1;0
15808;0;1;10;10;0;0;1;0
38293;1;1;10;0;10;0;1;0
20161;0;0;0;0;0;0;0;0
12283;1;0;0;0;10;0;0;0
9484;0;1;10;0;0;0;0;0
12739;0;1;10;10;10;1;1;0
19155;1;1;10;10;10;1;1;0
20018;1;1;10;0;0;0;1;0
10930;0;1;10;0;0;0;0;0
3568;0;1;10;0;0;0;0;0
5512;0;1;10;0;0;0;0;0
2662;1;0;0;0;0;0;0;0
4794;0;0;0;0;0;0;0;0
3854;0;0;0;0;0;0;0;0
1154;0;1;10;0;0;0;0;0
10282;1;0;0;0;0;0;0;0
8715;0;0;0;0;0;0;0;0
11232;0;1;10;0;0;0;0;0
7479;0;0;0;0;0;0;0;0
4223;0;1;10;0;0;0;0;0
3017;0;1;0;0;0;0;0;0
12310;0;0;0;0;0;0;0;0
7860;1;0;10;0;0;0;0;0
36324;1;1;10;10;10;0;1;0
3650;0;1;10;0;0;0;0;0
3730;0;1;10;0;0;0;0;0
23652;0;1;10;0;10;0;1;0
10929;0;0;0;0;0;0;0;0
1791;0;1;10;0;0;0;0;0
3878;1;1;10;10;0;0;0;0
1254;1;1;10;10;0;0;0;0
4184;0;1;10;0;0;0;0;0
3188;0;0;0;0;0;0;0;0
36329;0;1;10;10;0;0;1;0
5347;0;0;0;0;0;0;0;0
8036;0;0;0;0;0;0;0;0
7297;0;1;10;0;0;0;0;0
6610;0;1;10;0;0;0;0;0
11039;0;0;0;0;0;0;0;0
6403;0;0;0;0;0;0;0;0
2062;0;0;0;0;0;0;0;0
8197;0;0;0;0;0;0;0;0
1457;0;0;0;0;0;0;0;0
4922;0;0;0;0;0;0;0;0
24974;1;0;10;10;0;0;1;0
4823;0;0;10;0;0;0;0;0
1858;0;0;0;0;0;0;0;0
12358;1;0;10;0;0;0;0;0
2626;0;0;10;0;0;0;0;0
2468;1;1;10;0;0;0;0;0
11143;1;1;10;0;0;0;0;0
7008;1;0;0;0;0;0;0;0
8085;0;0;0;0;0;0;0;0
36333;0;1;10;0;0;0;0;0
3796;0;1;10;0;0;0;0;0
11138;0;0;10;0;0;0;0;0
3897;0;0;0;0;0;0;0;0
9582;0;0;0;0;0;0;0;0
9662;1;1;10;0;0;0;0;0
21737;1;0;10;10;0;0;1;0
13721;1;0;0;10;0;0;1;0
36350;0;1;10;0;0;0;0;0
7033;1;1;10;0;0;1;0;0
38287;1;0;10;10;0;0;1;0
9652;0;0;0;0;0;0;0;0
32139;0;0;10;10;0;0;1;0
3667;0;0;0;0;0;0;0;0
14731;0;1;10;0;0;0;0;0
1483;0;1;10;0;0;0;0;0
7285;1;1;10;0;0;0;0;0
9405;0;0;0;0;0;0;0;0
32148;1;1;10;0;0;0;0;0
11095;0;0;0;0;0;0;0;0
28449;1;1;10;0;0;0;1;0
34013;0;1;10;10;10;0;0;0
10447;0;1;10;0;0;0;0;0
6265;1;0;10;10;10;0;0;0
8333;1;1;10;10;10;0;0;0
3893;0;0;0;0;0;0;0;0
5108;0;1;10;0;0;0;0;0
21769;1;1;10;10;10;0;1;0
4411;0;1;10;0;0;0;0;0
36282;0;0;10;0;0;0;1;0
11102;0;0;0;0;0;0;0;0
34025;0;1;10;10;10;0;1;0
34027;0;0;0;0;0;0;1;0
4596;1;0;10;10;0;0;0;0
8655;0;1;10;0;0;0;0;0
6714;0;0;0;0;0;0;0;0
33285;1;1;10;0;0;0;1;0
7339;0;0;0;0;0;0;0;0
5271;0;0;0;0;0;0;0;0
7754;0;0;0;0;0;0;0;0
8144;0;0;0;0;0;0;0;0
11629;0;1;10;0;0;0;0;0
1822;1;0;10;10;0;0;0;0
12233;0;0;0;0;0;0;0;0
2572;0;1;10;0;0;0;0;0
11886;0;0;0;0;0;0;0;0
34052;1;1;10;0;0;0;1;0
6644;0;0;0;0;0;0;0;0
4238;1;1;10;10;0;0;0;0
26133;0;1;10;0;0;0;0;0
328;0;0;0;0;0;1;0;0
1008;0;1;10;0;10;1;0;0
11572;0;0;0;0;0;0;0;0
34057;1;1;10;10;0;0;1;0
10454;0;0;0;0;0;0;0;0
19263;0;0;0;0;0;0;1;0
6510;0;0;0;0;0;0;0;0
12456;0;1;10;0;0;0;0;0
8194;1;0;10;0;0;0;0;0
36315;1;1;10;10;10;0;1;0
30595;0;0;0;0;0;0;0;0
5297;0;0;0;0;10;0;0;0
4137;0;1;10;0;0;0;0;0
8691;0;0;0;0;0;0;0;0
3751;1;0;0;10;10;0;0;0
2637;0;0;0;0;0;0;0;0
10928;1;1;10;0;0;0;0;0
22993;1;0;0;10;0;0;0;0
12156;0;1;10;10;0;0;0;0
38257;1;0;10;0;0;0;1;0
23437;0;0;10;10;0;0;1;0
9721;0;0;0;0;0;0;0;0
8768;1;0;10;0;0;0;0;0
9231;1;1;10;10;10;0;0;0
3259;0;0;0;0;0;0;0;0
4587;0;0;10;0;0;0;0;0
11713;0;1;10;0;0;0;0;0
6401;0;1;10;0;0;0;0;0
5616;0;0;0;0;10;0;0;0
7455;0;0;0;0;0;0;0;0
582;0;0;0;0;0;0;0;0
2642;0;0;0;0;0;0;0;0
36244;1;1;10;10;0;0;1;0
30981;0;1;10;0;0;0;0;0
36242;0;0;10;0;0;0;0;0
3266;0;0;0;0;0;0;0;0
5567;0;1;10;10;10;0;0;0
2367;0;0;0;0;0;0;0;0
3869;1;1;10;10;10;0;0;0
8662;0;0;0;0;0;0;0;0
13362;1;1;10;10;0;0;0;0
10917;0;1;10;0;0;0;0;0
36248;1;0;10;0;0;0;1;0
4914;0;0;10;0;0;0;0;0
11405;0;0;0;0;0;0;0;0
6562;1;0;0;10;0;0;0;0
6382;1;1;10;0;0;0;0;0
5305;0;0;0;0;0;0;0;0
36259;0;1;10;10;0;0;1;0
12402;0;0;0;0;0;0;0;0
3093;0;0;0;0;0;0;0;0
9284;0;0;0;0;0;0;0;0
26412;0;0;10;10;0;0;0;0
5541;0;1;10;0;0;1;0;0
36167;0;1;10;0;0;0;1;0
7329;0;0;0;0;0;0;0;0
371;1;1;10;10;0;0;0;0
8496;0;0;0;0;0;0;0;0
3889;0;0;0;0;0;0;0;0
9688;0;1;10;0;0;0;0;0
5551;0;1;10;0;0;0;0;0
67;0;0;0;0;0;0;0;0
3715;0;0;0;0;0;0;0;0
11569;0;1;10;0;0;0;0;0
2625;0;0;0;0;0;0;0;0
14154;1;1;10;10;10;0;1;0
17913;1;1;10;10;10;0;1;0
4091;0;0;0;0;0;0;0;0
38226;1;1;10;0;0;0;1;0
23263;1;1;10;0;0;0;1;0
34092;1;0;10;10;10;0;1;0
8109;1;0;10;0;0;0;0;0
10488;0;0;0;0;0;0;0;0
3084;0;0;0;0;0;0;0;0
12319;0;0;0;0;0;0;0;0
9685;0;0;0;0;0;0;0;0
6720;0;0;0;0;0;1;0;0
2982;0;0;0;0;0;0;0;0
7673;0;0;0;0;0;0;0;0
12475;0;0;10;0;0;0;0;0
6541;0;1;10;0;0;0;0;0
9128;0;0;10;0;0;0;0;0
5382;0;0;0;0;0;0;0;0
2127;0;0;0;0;0;0;0;0
11586;0;0;10;0;0;0;0;0
11146;1;1;10;0;0;0;0;0
7004;1;1;10;0;0;0;0;0
2308;0;0;0;0;0;0;0;0
30310;0;1;10;0;0;0;1;0
2814;1;0;0;0;0;0;0;0
10668;0;0;0;0;0;0;0;0
12344;1;1;0;0;0;0;0;0
12526;1;0;0;0;0;0;0;0
5254;1;0;0;0;0;0;0;0
4189;0;0;0;0;0;0;0;0
3423;1;1;10;0;0;0;0;0
2469;1;0;10;0;0;0;0;0
2388;0;0;0;0;0;0;0;0
12428;0;0;0;0;0;0;0;0
5379;0;1;10;0;0;0;0;0
12072;0;0;0;0;0;0;0;0
27148;1;1;0;0;0;0;1;0
21538;0;0;10;10;10;0;0;0
17361;0;1;10;10;0;0;0;0
14839;0;1;10;0;0;0;1;0
16768;1;1;10;10;0;0;1;0
11892;0;0;10;0;0;0;0;0
30575;0;1;10;0;0;0;1;0
9408;0;0;10;0;0;0;0;0
16432;1;1;10;10;10;0;0;0
3651;0;0;0;0;0;0;0;0
11488;0;0;0;0;0;0;0;0
5113;0;0;0;0;0;0;0;0
8800;0;0;0;0;0;0;0;0
8866;0;0;0;0;0;0;0;0
11372;0;0;0;0;0;0;0;0
34121;0;1;10;10;0;0;1;0
392;1;0;10;10;0;0;0;0
10884;0;0;0;0;0;0;0;0
5195;0;0;0;0;0;0;0;0
19152;1;0;10;0;0;0;1;0
34570;1;0;0;0;0;0;0;0
11297;0;0;0;0;0;0;0;0
11617;1;0;10;10;0;0;0;0
10127;0;0;0;0;0;0;0;0
3809;1;0;10;0;0;0;0;0
7122;0;1;10;0;0;0;0;0
5915;0;1;10;10;0;0;0;0
1310;1;1;10;10;0;0;0;0
6267;0;0;0;0;0;0;0;0
11951;1;1;10;0;0;0;0;0
1801;0;1;10;0;0;0;1;0
2478;0;0;0;0;0;0;0;0
5566;0;0;0;0;0;0;0;0
10681;0;0;10;0;0;0;0;0
4566;0;0;0;0;0;0;0;0
3567;1;1;10;0;0;0;0;0
36206;1;1;10;0;0;0;1;0
